X	55	1
X	19	5
X	64	1
X	23	0
X	41	7
X	33	2
X	65	9
X	19	3
X	68	2
X	70	0
X	68	0
X	63	1
X	36	0
X	25	0
X	59	2
X	21	0
X	51	0
X	38	0
X	19	4
X	46	1
X	5	5
X	17	1
X	65	9
X	35	4
X	74	2
X	14	2
X	54	0
X	48	0
X	7	4
X	74	0
X	81	1
X	40	6
X	48	3
X	71	7
X	39	6
X	39	3
X	45	3
X	20	5
X	60	3
X	7	0
X	56	3
X	42	8
X	64	9
X	30	2
X	57	1
X	23	0
X	15	4
X	54	0
X	40	3
X	26	0
X	13	3
X	31	0
X	32	0
X	22	1
X	81	0
X	74	0
X	19	2
X	74	0
X	52	1
X	14	2
X	22	1
X	39	2
X	55	0
X	78	1
X	76	6
X	59	2
X	56	2
X	67	0
X	22	2
X	41	4
X	41	0
X	63	7
X	22	1
X	15	5
X	75	4
X	33	3
X	16	1
X	53	3
X	70	1
X	28	0
X	80	4
X	54	0
X	10	3
X	81	0
X	36	1
X	76	1
F	24	1
F	52	3
F	42	3
F	27	2
F	66	1
F	73	1
F	13	2
F	47	0
F	25	1
F	45	4
F	45	0
F	48	3
F	45	3
F	48	2
F	47	6
F	32	3
F	14	1
F	20	3
F	10	3
F	24	3
F	11	3
F	17	0
F	24	0
F	6	4
F	76	0
F	44	5
F	55	3
F	74	2
F	7	4
F	68	0
F	25	0
F	81	1
F	50	6
F	35	4
F	78	1
F	40	8
F	11	0
F	30	3
F	58	4
F	46	1
X	74	0
X	39	2
X	21	0
X	38	7
X	18	1
X	61	0
X	50	5
X	35	2
X	60	0
X	65	6
X	32	1
X	71	0
X	10	1
X	62	0
X	76	4
X	53	6
X	16	6
X	19	3
X	28	2
X	65	9
X	46	0
X	46	0
X	16	3
X	70	1
X	28	1
X	21	0
X	54	0
X	72	8
X	49	1
X	32	2
X	32	2
X	37	2
X	10	0
X	7	3
X	34	0
X	3	1
X	34	1
X	16	2
X	20	7
X	39	1
X	22	0
X	19	2
X	47	1
X	57	2
X	54	0
X	13	3
X	21	0
X	48	1
X	3	1
X	38	5
X	73	0
X	57	1
X	63	0
X	74	3
X	61	4
X	68	3
X	6	5
X	63	0
X	35	3
X	59	1
X	48	1
X	8	3
X	51	2
X	69	1
X	80	7
X	30	0
X	47	5
X	30	0
X	24	6
X	41	5
X	68	1
X	47	7
X	13	3
X	71	3
X	24	2
X	10	4
A	82	8
A	83	4
A	84	10
A	85	1
A	86	2
A	87	9
A	88	2
A	89	8
A	90	8
A	91	5
A	92	1
A	93	5
A	94	7
A	95	10
A	96	9
X	80	2
X	52	2
X	42	6
X	49	4
X	78	3
X	0	0
X	66	3
X	54	0
X	17	1
X	72	3
X	7	1
X	30	2
X	65	7
X	67	3
X	6	5
X	93	3
X	74	0
X	3	0
X	55	2
X	87	4
X	20	2
X	65	1
X	72	3
X	89	4
X	77	1
X	18	0
X	32	2
X	83	0
X	18	3
X	68	3
X	51	0
X	46	0
X	67	2
X	66	3
X	96	4
X	11	1
X	50	7
X	26	2
X	39	2
X	12	0
X	90	2
X	80	8
X	48	1
X	45	2
X	14	2
X	42	8
X	58	5
X	67	1
X	30	2
X	33	1
X	83	2
X	7	3
X	81	0
X	64	5
X	40	7
X	78	3
X	34	0
F	38	4
F	77	9
F	93	4
F	0	0
F	70	4
F	18	2
F	60	0
F	92	0
X	58	0
X	86	1
X	43	8
X	46	0
X	62	0
X	83	1
X	95	7
X	73	0
X	89	0
X	51	2
X	62	0
X	78	3
X	77	4
X	76	6
X	56	1
X	14	3
X	74	1
X	49	6
X	80	6
X	3	4
X	58	8
X	76	5
X	32	2
X	2	6
X	78	0
X	23	1
X	7	2
X	58	7
X	39	5
X	96	0
A	97	3
A	98	5
A	99	1
A	100	9
A	101	3
A	102	10
A	103	1
A	104	9
A	105	9
A	106	9
X	68	1
X	38	0
X	12	0
X	57	1
X	23	1
X	36	2
X	51	3
X	60	3
X	68	2
X	102	9
X	64	1
X	36	1
X	13	6
X	67	6
X	23	2
X	91	3
X	35	3
X	72	2
X	2	6
X	59	2
X	93	2
X	100	8
X	51	1
X	61	9
X	99	0
X	38	1
X	74	3
X	87	2
X	15	5
X	35	2
X	63	3
X	30	2
X	17	1
X	31	0
X	84	1
X	26	2
X	60	6
X	43	1
X	48	0
X	105	8
X	39	1
X	32	2
X	88	1
X	19	1
X	73	0
X	59	3
X	46	0
X	24	4
X	11	2
X	16	1
X	39	1
X	41	1
X	97	2
X	50	5
X	21	0
X	62	0
X	24	4
X	16	3
X	89	0
X	28	1
X	102	0
X	7	2
X	63	4
X	42	2
X	101	2
X	17	1
X	54	0
X	44	3
X	40	0
X	65	0
X	27	0
X	33	3
X	29	0
X	84	3
X	89	5
X	105	6
X	99	0
X	27	0
X	94	6
X	60	4
X	13	3
X	13	4
X	12	0
X	21	0
X	55	2
X	99	0
X	10	6
X	31	1
X	8	6
X	28	0
X	15	5
X	62	0
X	106	2
X	34	1
X	27	0
X	59	1
X	6	9
X	59	2
X	105	5
X	96	8
X	99	0
X	42	2
X	59	2
X	14	2
X	31	1
X	72	0
X	67	4
X	56	5
X	100	5
X	7	3
F	34	1
F	12	0
F	46	0
F	50	0
F	44	0
F	106	3
X	2	6
X	52	2
X	63	1
X	45	2
X	21	0
X	38	9
X	81	0
X	79	7
X	34	0
X	101	1
X	85	0
X	16	7
X	69	6
X	5	1
X	23	0
X	68	3
X	75	0
X	29	0
X	14	0
X	88	1
X	2	6
X	57	1
X	41	2
X	36	1
X	10	4
X	75	5
X	53	0
X	14	2
X	32	0
X	51	0
X	91	3
X	16	4
X	72	0
X	37	1
X	102	2
X	96	1
X	65	4
X	8	1
X	23	1
X	71	2
X	97	2
X	35	3
X	57	0
X	6	9
X	61	2
X	69	0
X	13	4
X	45	1
A	107	10
A	108	9
A	109	2
A	110	10
A	111	3
A	112	7
A	113	10
A	114	10
A	115	1
A	116	3
A	117	2
A	118	10
A	119	6
A	120	3
A	121	10
A	122	3
A	123	10
A	124	2
A	125	6
A	126	5
X	8	1
X	13	5
X	30	6
X	14	3
X	87	1
X	110	8
X	121	3
X	3	4
X	117	0
X	73	0
X	75	0
X	27	0
X	16	3
X	41	6
X	105	7
X	56	1
X	108	0
X	53	3
X	30	1
X	111	0
X	68	4
X	87	6
X	53	2
X	59	2
X	91	1
X	27	0
X	65	4
X	79	6
X	110	5
X	118	7
X	76	5
X	38	6
X	29	3
X	73	0
X	47	2
X	22	1
X	17	1
X	35	0
X	93	0
X	121	9
X	69	5
X	39	6
X	60	6
X	52	2
X	124	1
X	77	0
X	5	2
X	11	5
X	110	0
X	10	6
X	98	3
X	19	2
X	85	0
X	35	1
X	78	3
X	5	6
X	59	3
X	47	3
X	68	1
X	13	5
X	33	0
X	7	3
X	84	0
X	64	5
X	20	2
X	59	1
X	19	1
X	105	4
X	91	1
X	117	0
X	113	0
X	56	5
X	115	0
X	88	0
X	125	3
X	31	1
X	87	3
X	82	2
F	109	1
F	22	2
F	103	0
X	41	9
X	60	6
X	101	2
A	127	4
A	128	6
A	129	4
A	130	6
A	131	3
A	132	4
A	133	5
A	134	6
A	135	6
A	136	5
A	137	1
A	138	10
A	139	9
A	140	1
X	23	0
X	17	1
X	127	3
X	95	5
X	42	4
X	39	1
X	57	2
X	108	5
X	107	3
X	58	1
X	105	5
X	93	3
X	56	3
X	2	6
X	44	4
X	110	5
X	139	0
X	107	4
X	121	2
X	18	0
X	127	3
X	63	5
X	73	0
X	83	3
X	65	7
X	125	4
X	20	5
X	121	2
X	85	0
X	16	2
X	108	5
X	132	1
X	51	1
X	132	0
X	110	1
X	128	0
X	96	1
X	52	2
X	43	7
X	66	3
X	17	1
X	126	0
X	67	6
X	86	0
X	99	0
X	131	0
X	84	4
X	121	6
X	124	0
X	20	2
X	140	0
X	109	0
X	44	3
X	2	6
X	2	6
X	113	7
F	11	5
F	56	0
X	10	6
X	6	5
X	111	0
X	94	5
X	118	8
X	99	0
X	135	1
X	123	3
X	7	2
X	124	0
X	35	3
X	127	1
X	52	2
X	80	0
X	72	1
X	116	2
A	141	2
A	142	7
A	143	9
A	144	2
A	145	8
A	146	7
A	147	10
A	148	3
A	149	7
A	150	8
A	151	7
A	152	6
A	153	1
A	154	1
A	155	8
A	156	5
A	157	3
A	158	5
A	159	6
A	160	6
A	161	8
A	162	2
A	163	6
A	164	9
A	165	6
A	166	7
A	167	2
A	168	2
A	169	8
A	170	1
A	171	7
A	172	7
A	173	7
A	174	6
A	175	2
X	130	0
X	173	1
X	140	0
X	19	4
X	33	3
X	102	2
X	134	4
X	28	2
X	59	1
X	91	0
X	169	3
X	34	0
X	171	4
X	144	1
X	132	0
X	172	3
X	156	4
X	71	5
X	123	7
X	133	4
X	11	2
X	52	0
X	121	0
X	148	0
X	76	4
X	170	0
X	36	0
X	38	7
X	174	5
X	59	2
X	13	3
X	117	1
X	55	0
X	60	3
X	145	1
X	123	5
X	122	0
X	139	8
X	33	3
X	114	1
X	120	2
X	173	0
X	107	5
X	95	7
X	99	0
X	32	0
X	153	0
X	174	3
F	129	2
F	62	0
F	63	4
F	2	6
F	87	7
F	50	7
F	123	4
F	53	5
F	126	3
F	104	6
F	155	5
F	119	5
F	105	2
F	166	3
F	33	4
F	33	0
F	55	0
F	125	1
F	69	0
F	124	1
F	130	4
F	60	6
F	160	1
F	117	0
F	124	0
F	171	4
F	104	4
F	36	4
F	168	0
F	47	2
F	73	0
F	125	0
X	72	5
X	160	2
X	110	7
X	132	1
X	153	0
X	172	1
X	170	0
X	58	3
X	40	0
X	26	3
A	176	7
A	177	7
A	178	9
A	179	3
A	180	7
A	181	7
A	182	5
A	183	9
A	184	9
A	185	1
A	186	1
A	187	6
A	188	1
A	189	1
A	190	10
A	191	10
A	192	6
A	193	6
A	194	4
A	195	1
A	196	10
A	197	5
A	198	1
A	199	4
A	200	2
A	201	9
A	202	6
A	203	10
A	204	8
A	205	9
X	99	0
X	65	1
X	19	2
X	31	1
X	100	1
X	43	4
X	84	9
X	34	0
X	11	2
X	23	1
X	113	0
X	5	5
X	39	3
X	6	1
X	182	1
X	167	0
X	39	3
X	10	6
X	157	0
X	107	1
X	169	6
X	166	6
X	204	3
X	120	1
X	27	1
X	57	2
X	36	0
X	149	0
X	116	2
X	107	3
X	76	4
X	152	1
F	133	0
F	102	5
F	83	1
F	51	2
F	166	4
F	200	0
F	67	1
F	155	6
F	59	3
F	136	3
F	119	3
F	20	2
F	6	9
F	159	1
F	84	0
F	41	2
F	165	2
F	165	0
F	115	0
F	133	3
F	161	1
F	144	0
F	19	3
F	175	1
F	50	4
F	3	1
F	166	2
F	134	2
F	141	1
F	86	0
F	205	4
F	71	1
F	41	0
F	31	1
F	10	6
F	100	8
F	143	4
F	135	2
F	143	5
F	169	0
X	177	3
X	47	5
X	111	0
X	93	2
X	50	2
X	64	4
X	24	4
X	151	0
X	106	8
X	167	1
X	190	7
X	67	4
X	116	1
X	157	2
X	125	3
X	166	5
X	63	5
X	47	3
X	10	1
X	181	0
X	74	0
X	82	4
X	29	2
X	134	0
X	123	5
X	185	0
X	205	5
X	167	0
X	196	2
X	85	0
X	71	5
X	42	6
X	72	6
X	39	6
X	54	0
X	19	4
X	131	1
X	28	1
X	40	6
X	193	2
X	154	0
X	20	1
X	102	9
X	14	2
X	72	8
X	162	0
X	117	1
X	37	0
X	111	0
X	190	8
X	123	1
X	134	3
X	75	5
X	110	1
X	133	4
X	48	0
X	109	0
X	193	1
X	138	5
X	182	4
X	201	4
X	183	0
X	169	2
X	118	9
X	101	0
X	74	0
X	91	1
X	178	2
X	190	7
X	139	0
X	132	2
X	94	3
X	190	8
X	144	1
X	89	0
X	128	4
X	123	7
X	87	3
X	166	0
X	41	4
A	206	10
A	207	7
A	208	8
A	209	2
A	210	8
A	211	6
A	212	1
A	213	4
A	214	7
A	215	1
A	216	10
A	217	4
A	218	1
A	219	7
A	220	5
A	221	7
A	222	6
A	223	1
A	224	3
A	225	2
A	226	10
A	227	4
A	228	3
A	229	5
A	230	1
A	231	4
A	232	7
A	233	7
A	234	6
A	235	4
A	236	2
A	237	5
A	238	2
A	239	3
A	240	3
A	241	1
A	242	3
A	243	2
A	244	5
A	245	6
A	246	3
A	247	10
A	248	6
A	249	10
A	250	9
A	251	2
A	252	9
A	253	2
A	254	3
A	255	3
A	256	8
A	257	3
A	258	9
A	259	6
A	260	10
X	158	0
X	71	3
X	151	1
X	209	0
X	97	1
X	193	2
X	123	1
X	190	8
X	76	6
X	215	0
X	86	1
X	204	0
X	155	3
X	191	3
X	132	3
X	144	1
X	215	0
X	163	2
X	64	2
X	125	2
X	100	4
X	212	0
X	5	2
X	95	7
X	51	3
X	75	1
X	248	0
X	48	1
X	247	6
X	29	0
X	225	0
X	40	6
X	106	1
X	88	1
X	238	0
X	220	0
X	8	1
X	69	3
X	260	5
X	11	2
X	95	7
X	77	7
X	182	2
X	223	0
X	260	2
X	174	3
X	126	0
X	254	1
F	93	0
F	118	6
F	147	8
F	138	5
F	184	2
F	178	7
F	55	2
F	80	5
F	114	0
F	105	8
F	105	4
F	31	0
F	192	3
F	106	4
F	254	1
F	7	2
F	249	9
F	185	0
F	236	1
F	71	6
F	15	2
F	24	5
F	82	2
F	24	6
F	82	1
X	7	3
X	93	2
X	218	0
X	99	0
X	148	0
X	189	0
X	257	1
X	192	1
X	147	4
X	214	2
X	75	0
X	136	0
X	247	2
A	261	3
A	262	1
A	263	2
A	264	9
A	265	8
A	266	8
X	156	2
X	179	2
X	155	2
X	93	3
X	42	9
X	259	0
X	51	1
X	95	3
X	265	2
X	162	1
X	15	0
X	83	2
X	148	1
X	60	2
X	49	1
X	55	1
X	173	6
X	69	5
X	88	0
X	207	1
X	35	1
X	27	0
X	198	0
X	205	3
X	222	4
X	158	4
X	249	2
X	33	1
X	10	1
X	118	8
X	77	8
X	38	6
X	222	0
X	256	2
X	8	2
X	183	7
X	43	9
X	120	2
X	86	1
X	162	0
X	126	1
X	23	2
X	128	0
X	178	2
X	142	0
X	238	0
X	184	7
X	252	7
X	223	0
X	87	3
X	20	4
X	118	4
X	242	0
X	212	0
X	242	1
X	173	3
X	252	8
X	137	0
X	137	0
X	149	4
X	45	1
X	91	4
X	143	6
X	96	4
X	208	1
X	94	4
X	205	2
X	142	3
X	104	1
X	64	2
X	162	0
X	173	5
X	179	0
X	238	1
X	165	3
X	86	1
X	211	3
X	211	5
X	218	0
X	150	2
X	64	4
X	203	3
X	109	0
X	256	2
X	167	0
X	117	1
X	43	1
X	63	8
X	147	0
X	67	2
X	238	0
F	87	6
F	106	6
F	180	4
F	264	5
F	212	0
F	218	0
F	117	1
F	16	3
F	77	7
F	33	3
F	234	5
F	143	8
F	233	4
F	142	6
F	253	1
F	11	2
F	61	0
F	209	0
F	211	1
F	126	4
F	99	0
F	7	5
F	160	4
F	26	6
X	265	3
X	108	2
X	111	2
X	85	0
X	64	9
X	27	0
X	170	0
X	59	2
X	102	8
X	145	0
X	194	3
X	48	1
X	52	0
X	247	2
X	189	0
X	164	3
X	165	4
X	227	3
X	101	2
X	79	8
X	42	6
X	163	0
X	44	2
X	45	1
X	78	0
X	86	1
X	159	0
X	78	2
X	228	2
X	76	3
X	192	5
X	215	0
X	101	1
X	164	7
X	256	5
X	97	0
X	209	1
X	163	1
X	245	2
X	5	4
X	259	0
X	234	1
X	88	0
X	15	5
X	61	6
X	223	0
X	86	1
X	262	0
X	15	0
X	209	1
X	23	2
X	48	1
X	39	1
X	194	0
X	173	4
X	219	5
X	258	8
X	230	0
X	88	0
X	55	1
X	118	1
X	147	7
X	109	0
X	82	5
X	232	5
X	147	5
X	192	2
X	207	2
X	130	5
X	88	0
A	267	6
A	268	10
A	269	8
A	270	3
A	271	9
A	272	6
A	273	8
A	274	3
A	275	3
A	276	7
A	277	7
A	278	10
A	279	6
A	280	6
A	281	4
A	282	9
X	207	5
X	164	8
X	147	3
X	242	1
X	36	2
X	34	0
X	106	7
X	77	1
X	249	1
X	272	1
X	193	3
X	164	0
X	162	0
X	170	0
X	241	0
X	264	4
X	151	0
X	250	0
X	61	7
X	203	6
X	72	2
F	104	0
F	182	4
F	153	0
F	190	6
F	245	5
F	234	1
F	157	2
F	210	4
F	230	0
F	241	0
F	95	4
F	95	5
F	235	2
F	72	2
F	53	6
F	210	7
F	161	6
F	264	7
F	251	0
F	22	1
F	41	6
F	273	2
F	263	0
F	181	0
F	228	1
F	278	7
F	138	6
F	279	3
F	162	0
F	281	0
X	233	6
X	144	1
X	108	6
X	179	2
X	40	1
X	254	2
X	246	1
X	254	2
X	268	6
X	114	8
X	105	0
X	240	1
X	71	5
X	275	1
X	34	0
X	191	3
X	21	0
X	271	4
X	114	5
X	132	1
X	21	0
X	192	2
X	228	0
X	50	5
X	250	5
X	229	2
X	135	3
X	5	4
X	267	4
X	206	7
X	205	0
X	198	0
X	136	1
X	63	2
X	130	5
X	7	0
X	77	0
X	93	1
X	125	5
X	55	1
X	271	7
X	177	2
X	165	1
X	81	0
X	171	2
X	147	1
X	179	1
X	17	1
X	267	5
A	283	7
A	284	6
A	285	1
A	286	4
A	287	5
A	288	4
A	289	3
A	290	8
A	291	7
A	292	9
A	293	7
A	294	2
A	295	5
A	296	4
A	297	6
A	298	2
A	299	4
A	300	2
A	301	2
A	302	7
A	303	1
A	304	2
A	305	10
A	306	5
A	307	5
A	308	1
A	309	1
A	310	9
A	311	9
A	312	9
A	313	8
A	314	1
A	315	10
A	316	5
A	317	2
A	318	10
A	319	10
A	320	2
A	321	7
A	322	9
A	323	9
A	324	8
A	325	10
A	326	3
A	327	3
A	328	1
A	329	9
A	330	2
A	331	10
A	332	1
A	333	2
A	334	4
A	335	3
A	336	10
A	337	1
A	338	10
A	339	2
A	340	5
A	341	7
A	342	9
X	231	0
X	269	4
X	143	3
X	213	0
X	90	4
X	119	4
X	294	1
X	173	3
X	152	1
X	54	0
X	75	4
X	76	6
X	294	1
X	76	3
F	139	7
F	5	8
F	314	0
X	302	6
X	133	4
X	200	1
X	210	0
X	16	4
X	118	8
X	306	0
X	311	3
A	343	9
A	344	10
A	345	10
A	346	2
A	347	4
A	348	9
A	349	4
A	350	4
A	351	4
A	352	3
A	353	2
A	354	9
A	355	6
A	356	2
A	357	4
A	358	10
A	359	10
A	360	2
A	361	4
A	362	8
A	363	7
A	364	10
A	365	9
A	366	9
A	367	3
A	368	6
A	369	8
A	370	6
A	371	8
A	372	4
A	373	2
A	374	1
A	375	10
A	376	3
A	377	7
A	378	5
A	379	8
A	380	1
A	381	8
A	382	7
A	383	8
A	384	9
A	385	3
A	386	7
A	387	3
A	388	8
A	389	9
A	390	5
X	126	1
X	48	1
X	36	0
X	146	3
X	313	6
X	14	3
X	16	5
X	368	1
X	265	2
X	324	4
X	225	0
X	20	1
X	205	5
X	127	3
X	227	2
X	75	3
X	337	0
X	64	1
X	91	1
X	253	0
X	205	1
X	389	7
X	280	3
X	182	2
X	207	6
X	14	3
X	237	3
X	231	2
X	118	9
X	216	7
X	213	2
X	355	3
X	293	4
X	219	5
X	162	1
X	187	5
X	164	7
X	379	1
X	316	2
X	166	5
X	33	2
X	319	1
X	145	3
X	352	0
X	90	0
X	87	3
X	87	3
X	252	1
X	239	2
X	229	0
X	157	1
X	197	1
X	343	7
X	149	1
X	145	0
X	383	6
X	113	8
X	8	1
X	372	0
X	284	0
X	60	4
X	197	1
X	216	6
X	381	5
X	266	1
X	234	4
X	286	1
X	85	0
X	192	4
X	377	5
X	259	1
X	119	4
X	386	3
X	353	1
X	363	6
X	60	1
X	190	4
X	381	0
X	374	0
X	255	1
X	6	5
X	28	1
X	360	1
X	70	3
X	113	3
X	22	0
X	14	4
X	284	1
X	261	2
X	233	5
X	351	0
X	130	2
X	66	3
X	366	0
X	13	3
X	272	2
X	232	2
X	26	2
X	239	0
X	68	2
X	203	9
X	346	1
X	57	0
X	93	2
X	53	1
F	195	0
F	296	2
F	29	1
F	68	1
F	133	2
F	81	0
F	184	1
F	61	8
F	114	4
F	65	3
F	55	1
F	252	6
F	108	5
F	293	5
F	105	6
F	118	3
X	157	0
X	328	0
X	74	0
X	315	5
X	357	1
X	378	0
X	325	6
X	254	0
X	200	1
X	17	1
X	151	1
X	264	4
X	3	4
X	387	2
X	173	3
X	227	2
X	221	0
X	188	0
X	80	8
X	179	0
X	41	8
X	355	5
X	179	1
X	107	5
X	174	2
X	344	1
X	43	8
X	75	3
X	231	3
X	137	0
X	100	3
X	60	2
X	227	0
X	183	0
X	273	3
X	39	1
X	63	3
X	178	8
X	353	1
X	330	0
A	391	4
A	392	7
A	393	6
A	394	3
A	395	9
A	396	10
A	397	1
A	398	5
A	399	6
A	400	7
A	401	6
A	402	3
A	403	8
A	404	10
A	405	1
A	406	7
A	407	10
A	408	3
A	409	10
A	410	1
A	411	4
A	412	6
A	413	9
A	414	9
A	415	4
A	416	3
A	417	10
A	418	7
A	419	5
A	420	3
A	421	2
A	422	2
A	423	1
A	424	2
A	425	6
X	292	2
X	269	0
X	27	1
X	409	4
X	250	0
X	415	3
X	394	1
X	292	6
X	191	9
X	134	4
X	217	2
X	116	2
X	52	0
X	48	0
X	182	0
X	383	7
X	276	3
X	98	4
X	224	0
X	34	0
X	324	6
X	237	2
X	133	1
X	316	0
X	418	4
X	164	2
X	422	1
X	384	3
X	327	0
X	317	0
X	309	0
X	140	0
X	363	2
X	271	8
X	64	8
X	338	9
X	190	4
X	265	2
X	265	3
X	244	1
X	420	0
X	72	1
X	303	0
X	382	3
X	220	4
X	250	8
X	411	3
X	295	0
X	339	1
X	3	4
X	126	1
X	384	1
X	192	0
X	142	3
X	192	1
X	338	2
X	402	2
X	363	2
X	151	6
X	133	4
X	171	5
X	28	0
X	251	1
X	367	0
X	149	2
X	265	3
X	16	5
X	250	2
X	209	1
X	3	4
X	56	8
X	111	1
X	293	3
X	160	2
X	204	2
X	300	1
X	211	4
X	156	3
X	104	3
X	319	0
X	20	0
X	57	2
X	394	2
X	315	2
X	273	3
X	143	0
X	23	2
X	319	5
X	217	1
X	392	4
X	196	9
X	260	9
X	405	0
X	237	0
X	26	5
X	7	0
X	375	4
X	373	0
X	253	0
X	256	4
X	114	6
X	133	4
X	333	1
X	231	0
X	413	4
X	355	2
X	372	0
X	190	8
X	177	6
X	36	5
X	59	0
X	282	7
X	19	0
X	307	3
X	158	4
X	264	8
F	29	0
F	228	2
F	254	2
F	342	1
F	68	2
F	166	5
F	364	2
F	319	8
F	233	3
F	251	1
F	64	9
F	353	0
F	113	1
F	306	1
F	200	1
F	36	0
F	303	0
F	154	0
F	408	1
F	191	4
F	322	3
F	326	0
F	156	4
F	282	2
X	384	6
X	384	3
X	301	0
X	85	0
X	263	1
X	205	5
X	84	6
X	52	0
X	420	0
